Order_ID,Date,Product,Category,Region,Salesperson,Quantity,Unit_Price,Total_Sales
1400,2026-08-16,Smartwatch,Electronics,East,Neha,7,4328,30296
1401,2026-03-07,Keyboard,Electronics,Central,Vikas,3,2808,8424
1402,2026-03-20,Laptop,Electronics,North,Karan,1,57260,57260
1403,2026-06-11,Headphones,Electronics,West,Rohit,5,2138,10690
1404,2026-06-13,Keyboard,Electronics,East,Aman,2,1409,2818
1405,2026-01-06,Mouse,Electronics,West,Vikas,5,1206,6030
1406,2026-02-08,Headphones,Electronics,North,Vikas,8,2663,21304
1407,2026-06-19,Tablet,Electronics,West,Rohit,9,38870,349830
1408,2026-08-31,Speaker,Electronics,West,Anjali,2,9702,19404
1409,2026-04-25,Tablet,Electronics,North,Priya,3,44757,134271
1410,2026-07-05,Keyboard,Electronics,Central,Anjali,3,2568,7704
1411,2026-05-05,Mouse,Electronics,West,Rohit,1,625,625
1412,2026-01-12,Printer,Electronics,West,Vikas,8,22512,180096
1413,2026-05-11,Keyboard,Electronics,Central,Karan,6,3311,19866
1414,2026-08-25,Laptop,Electronics,West,Aman,8,74443,595544
1415,2026-01-18,Monitor,Electronics,West,Karan,9,24220,217980
1416,2026-02-09,Keyboard,Electronics,West,Karan,5,2033,10165
1417,2026-01-21,Speaker,Electronics,South,Vikas,3,10576,31728
1418,2026-05-23,Speaker,Electronics,Central,Anjali,5,5064,25320
1419,2026-08-13,Keyboard,Electronics,West,Aman,5,2089,10445
1420,2026-04-09,Headphones,Electronics,Central,Rahul,5,4601,23005
1421,2026-01-26,Monitor,Electronics,East,Neha,3,15274,45822
1422,2026-01-08,Laptop,Electronics,East,Vikas,10,73897,738970
1423,2026-04-10,Keyboard,Electronics,West,Rohit,4,1524,6096
1424,2026-08-28,Headphones,Electronics,Central,Rahul,9,3465,31185
1425,2026-08-10,Speaker,Electronics,Central,Neha,10,2436,24360
1426,2026-03-28,Speaker,Electronics,Central,Rohit,9,7902,71118
1427,2026-02-11,Mouse,Electronics,South,Karan,2,453,906
1428,2026-06-21,Keyboard,Electronics,East,Priya,8,1426,11408
1429,2026-01-14,Monitor,Electronics,Central,Rohit,8,21832,174656
1430,2026-03-19,Mobile,Electronics,Central,Aman,7,23362,163534
1431,2026-01-02,Monitor,Electronics,South,Aman,8,18106,144848
1432,2026-04-29,Speaker,Electronics,South,Priya,3,9157,27471
1433,2026-02-06,Speaker,Electronics,Central,Rahul,6,3966,23796
1434,2026-03-10,Tablet,Electronics,North,Neha,1,42313,42313
1435,2026-06-15,Speaker,Electronics,Central,Rohit,7,10541,73787
1436,2026-08-25,Laptop,Electronics,Central,Aman,1,71685,71685
1437,2026-02-10,Smartwatch,Electronics,South,Rahul,9,9812,88308
1438,2026-03-03,Keyboard,Electronics,South,Priya,1,2963,2963
1439,2026-03-01,Monitor,Electronics,Central,Anjali,1,15906,15906
1440,2026-05-05,Smartwatch,Electronics,Central,Vikas,7,14761,103327
1441,2026-04-21,Headphones,Electronics,Central,Anjali,2,6076,12152
1442,2026-01-14,Mobile,Electronics,South,Anjali,5,19287,96435
1443,2026-08-19,Laptop,Electronics,Central,Aman,8,45892,367136
1444,2026-08-05,Monitor,Electronics,Central,Karan,8,18222,145776
1445,2026-03-25,Smartwatch,Electronics,West,Karan,3,13852,41556
1446,2026-05-10,Mobile,Electronics,North,Priya,7,49443,346101
1447,2026-08-19,Tablet,Electronics,East,Rohit,3,16933,50799
1448,2026-03-11,Laptop,Electronics,North,Karan,6,62764,376584
1449,2026-05-25,Laptop,Electronics,West,Anjali,6,56873,341238
1450,2026-05-03,Tablet,Electronics,East,Karan,3,32674,98022
1451,2026-03-30,Keyboard,Electronics,Central,Anjali,7,2340,16380
1452,2026-01-28,Tablet,Electronics,West,Neha,3,28239,84717
1453,2026-03-07,Laptop,Electronics,Central,Aman,8,68874,550992
1454,2026-06-12,Laptop,Electronics,South,Aman,10,55874,558740
1455,2026-08-17,Smartwatch,Electronics,West,Rohit,4,11679,46716
1456,2026-01-05,Speaker,Electronics,South,Karan,1,2718,2718
1457,2026-07-12,Mobile,Electronics,West,Karan,4,49784,199136
1458,2026-06-17,Tablet,Electronics,West,Vikas,7,38265,267855
1459,2026-07-23,Mobile,Electronics,South,Rahul,4,37931,151724
1460,2026-07-03,Tablet,Electronics,East,Neha,6,43841,263046
1461,2026-06-13,Headphones,Electronics,North,Aman,9,5816,52344
1462,2026-02-14,Laptop,Electronics,Central,Neha,1,58774,58774
1463,2026-05-31,Speaker,Electronics,West,Aman,5,11252,56260
1464,2026-02-16,Smartwatch,Electronics,Central,Neha,7,12110,84770
1465,2026-01-31,Speaker,Electronics,South,Priya,1,2454,2454
1466,2026-05-19,Speaker,Electronics,Central,Anjali,4,10675,42700
1467,2026-01-10,Speaker,Electronics,South,Aman,6,8791,52746
1468,2026-07-14,Mobile,Electronics,Central,Neha,2,45742,91484
1469,2026-04-28,Tablet,Electronics,North,Karan,10,19133,191330
1470,2026-01-14,Printer,Electronics,North,Rahul,5,21663,108315
1471,2026-03-21,Headphones,Electronics,North,Priya,10,6570,65700
1472,2026-07-21,Monitor,Electronics,North,Priya,1,11972,11972
1473,2026-04-03,Speaker,Electronics,North,Rahul,6,6795,40770
1474,2026-01-10,Keyboard,Electronics,North,Neha,6,2325,13950
1475,2026-03-17,Mobile,Electronics,South,Karan,4,53873,215492
1476,2026-04-04,Smartwatch,Electronics,West,Rohit,8,10728,85824
1477,2026-04-15,Monitor,Electronics,Central,Rahul,4,17903,71612
1478,2026-01-01,Printer,Electronics,North,Neha,8,10020,80160
1479,2026-05-13,Keyboard,Electronics,South,Rahul,8,1495,11960
1480,2026-01-20,Printer,Electronics,South,Rahul,5,27420,137100
1481,2026-01-08,Monitor,Electronics,South,Aman,4,20880,83520
1482,2026-06-20,Speaker,Electronics,West,Neha,2,6733,13466
1483,2026-07-23,Keyboard,Electronics,Central,Rohit,3,2024,6072
1484,2026-01-01,Printer,Electronics,West,Anjali,3,21559,64677
1485,2026-02-26,Smartwatch,Electronics,East,Aman,4,2817,11268
1486,2026-03-05,Tablet,Electronics,South,Rahul,4,17396,69584
1487,2026-04-28,Laptop,Electronics,East,Anjali,10,63546,635460
1488,2026-07-31,Tablet,Electronics,North,Vikas,5,34129,170645
1489,2026-01-28,Monitor,Electronics,North,Anjali,4,9591,38364
1490,2026-05-01,Mobile,Electronics,West,Rahul,10,23303,233030
1491,2026-04-17,Laptop,Electronics,Central,Rahul,8,51183,409464
1492,2026-06-14,Headphones,Electronics,East,Karan,6,5130,30780
1493,2026-06-24,Smartwatch,Electronics,Central,Neha,6,12688,76128
1494,2026-08-17,Headphones,Electronics,West,Neha,8,7068,56544
1495,2026-07-23,Keyboard,Electronics,North,Aman,7,2012,14084
1496,2026-06-14,Laptop,Electronics,Central,Rohit,10,70861,708610
1497,2026-02-18,Headphones,Electronics,Central,Aman,10,5511,55110
1498,2026-08-29,Headphones,Electronics,North,Priya,8,3583,28664
1499,2026-04-30,Printer,Electronics,East,Rahul,2,26623,53246
1500,2026-02-13,Tablet,Electronics,North,Anjali,9,17139,154251
